H-Hand Detected,H-Distance,H-Illegal Objects,H-Prohibited Item,F-Hand Detected,F-Distance,F-Illegal Objects,F-Prohibited Item,num_faces,iris_pos,iris_ratio,mouth_zone,mouth_area,x_rotation,y_rotation,z_rotation,radial_distance,gaze_direction,gaze_zone,verification_result,Cheat Score,timestamp,face_is_cheating,hand_is_cheating,split,video,is_cheating
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,1,0:00:10.150000,0,0,Train,Video2,0
True,,0,[],False,,1,['headphone'],1,center,0.4525483399593904,GREEN,84.5,0,0,0,64804.047451714374,left,red,True,1,0:01:02.950000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.5299413729888198,GREEN,36.5,0,0,0,3727.895444929981,right,red,True,1,0:00:51.150000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.43446333477261917,GREEN,21.5,0,0,0,64820.80299988092,left,red,True,1,0:01:20.200000,0,0,Train,Video2,0
True,,0,[],False,,1,['headphone'],1,center,0.4809539749067967,GREEN,40.5,0,0,0,64807.69629845089,left,red,True,1,0:00:53.300000,0,0,Train,Video2,0
True,,0,[],False,,1,['headphone'],1,center,0.48661501335285645,GREEN,148.5,0,0,0,3061.707325902,right,red,True,1,0:01:35.800000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.4666023121649932,GREEN,6.5,0,0,0,2217.752668685175,right,red,True,1,0:00:34.550000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,right,0.41974658890672356,GREEN,12.0,0,0,0,1859.2965115569423,right,red,True,1,0:00:08.150000,0,0,Train,Video2,0
True,139.6710420953463,1,['watch'],False,,0,[],1,center,0.5131969901795367,GREEN,35.5,0,0,0,4679.763910686092,right,red,False,1,0:00:45.750000,0,0,Train,Video2,0
True,,0,[],False,,1,['headphone'],1,center,0.4347074743264649,GREEN,77.5,0,0,0,3053.249980226165,right,red,True,1,0:00:04.250000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.5325785236314874,GREEN,72.0,0,0,0,64869.096653987915,left,red,True,1,0:00:47.550000,0,0,Train,Video2,0
True,,0,[],False,,1,['headphone'],1,center,0.4377604838780405,GREEN,8.0,0,0,0,64830.23235778699,left,red,True,1,0:00:21.850000,0,0,Train,Video2,0
True,,0,[],False,,1,['headphone'],1,center,0.48661501335285645,GREEN,122.5,0,0,0,3088.656811940215,right,red,True,1,0:01:36.950000,0,0,Train,Video2,0
True,,0,[],False,,1,['headphone'],1,center,0.423490299175981,YELLOW,294.0,0,0,0,64811.167247516896,left,red,True,1,0:00:13.900000,0,0,Train,Video2,0
True,219.20994502987313,1,['watch'],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,1,0:01:11.650000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.47432120458635235,GREEN,115.0,0,0,0,3887.8305983997966,right,red,True,1,0:00:50.150000,0,0,Train,Video2,0
True,,0,[],False,,1,['headphone'],1,center,0.5014998962340339,GREEN,38.0,0,0,0,64836.844678514804,left,red,True,1,0:01:28.650000,0,0,Train,Video2,0
True,88.02272433866155,1,['watch'],False,,0,[],1,center,0.4481417464717474,GREEN,1.0,0,0,0,2572.823892019133,right,red,True,1,0:00:43.750000,0,0,Train,Video2,0
True,160.70158679988197,1,['closedbook'],False,,0,[],1,center,0.47069281292359993,GREEN,9.0,0,0,0,2696.40391934529,right,red,True,1,0:00:27.600000,0,0,Train,Video2,0
True,,0,[],False,,1,['headphone'],1,center,0.4770278351999552,YELLOW,221.0,0,0,0,64806.471778682935,left,red,True,1,0:01:01.850000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.5,GREEN,24.0,0,0,0,3057.660094754525,right,red,True,1,0:01:28.850000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,right,0.3898988197352378,GREEN,29.5,0,0,0,1947.3743103127917,right,red,True,1,0:00:22.750000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.4522442778829026,GREEN,80.0,0,0,0,64848.535214015756,left,red,True,1,0:01:30.900000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,right,0.41694862254977394,GREEN,23.5,0,0,0,64835.06025139947,left,red,True,1,0:00:36.200000,0,0,Train,Video2,0
True,,0,[],False,,1,['headphone'],1,center,0.46854098923357373,GREEN,50.0,0,0,0,2243.1972567595585,right,red,True,1,0:01:16.450000,0,0,Train,Video2,0
True,137.59360450253493,1,['watch'],False,,1,['headphone'],1,center,0.43218780281318603,GREEN,10.5,0,0,0,64834.9159025349,left,red,True,1,0:00:39.700000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.44820630170590964,GREEN,8.5,0,0,0,64841.83991430918,left,red,True,1,0:01:14.850000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.4443120595513516,GREEN,62.5,0,0,0,2822.783135474492,right,red,True,1,0:00:53.100000,0,0,Train,Video2,0
True,,0,[],False,,1,['headphone'],1,center,0.4905750711307473,GREEN,37.5,0,0,0,64807.60709057851,left,red,True,1,0:00:56.050000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.4816209743009517,GREEN,8.0,0,0,0,3990.732282242378,right,red,False,1,0:00:20.650000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.45842193890366967,YELLOW,243.5,0,0,0,64804.59473107772,left,red,True,1,0:00:23.200000,0,0,Train,Video2,0
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,1,0:00:13.150000,0,0,Train,Video2,0
True,,0,[],False,,1,['headphone'],1,center,0.48226464261892765,GREEN,118.0,0,0,0,3052.0518115986742,right,red,True,1,0:01:35.850000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.4677395126500378,GREEN,33.5,0,0,0,64829.60797981527,left,red,False,1,0:00:25.300000,0,0,Train,Video2,0
True,,0,[],False,,1,['headphone'],1,center,0.4392527096591926,GREEN,99.5,0,0,0,64806.83709519599,left,red,True,1,0:00:58.900000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.4351624421478507,GREEN,40.0,0,0,0,64805.29789961529,left,red,True,1,0:00:08.750000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.49239499407353776,GREEN,25.5,0,0,0,2071.012945345678,right,red,True,1,0:01:07.150000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.5158689541845919,GREEN,18.0,0,0,0,64899.35806537557,left,red,False,1,0:00:18.150000,0,0,Train,Video2,0
True,,0,[],False,,1,['headphone'],1,right,0.41614910384182313,GREEN,57.5,0,0,0,2723.0102649367104,right,red,True,1,0:01:21.850000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.4915645305881436,GREEN,95.5,0,0,0,3874.2262711949643,right,red,True,1,0:00:50.200000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.48379947373187815,YELLOW,328.0,0,0,0,64797.275292066755,left,red,True,1,0:00:05.650000,0,0,Train,Video2,0
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,1,0:00:11.850000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.4506581670236928,GREEN,54.5,0,0,0,3353.746924683674,right,red,True,1,0:01:31.500000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.47432120458635235,GREEN,117.5,0,0,0,64903.807832096165,left,red,True,1,0:00:50.600000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.43243243243243246,GREEN,23.5,0,0,0,2667.9896025952203,right,red,True,1,0:00:38.950000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.4579218831544977,GREEN,19.0,0,0,0,64864.034559168984,left,red,True,1,0:01:15.500000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.49324293264478397,GREEN,69.5,0,0,0,2736.1539161283144,right,red,True,1,0:00:54.650000,0,0,Train,Video2,0
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,1,0:01:11.200000,0,0,Train,Video2,0
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,1,0:01:08.650000,0,0,Train,Video2,0
True,107.56393447619885,1,['closedbook'],False,,0,[],1,center,0.46051251681175137,GREEN,69.0,0,0,0,5589.529396230238,right,red,True,1,0:00:48.500000,0,0,Train,Video2,0
True,,0,[],False,,1,['headphone'],1,center,0.4666023121649932,GREEN,141.0,0,0,0,2196.9399368861646,right,red,True,1,0:01:16.750000,0,0,Train,Video2,0
True,,0,[],False,,1,['headphone'],1,center,0.4338609156373123,GREEN,37.5,0,0,0,64839.627410322566,left,red,True,1,0:00:02.550000,0,0,Train,Video2,0
True,,0,[],False,,1,['headphone'],1,center,0.4578480054393911,GREEN,65.5,0,0,0,2726.7434546991617,right,red,True,1,0:00:26.900000,0,0,Train,Video2,0
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,1,0:00:20.400000,0,0,Train,Video2,0
True,142.88806808127822,1,['watch'],False,,0,[],1,center,0.44335823394310636,GREEN,2.5,0,0,0,2599.0877939223474,right,red,True,1,0:00:41.100000,0,0,Train,Video2,0
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,1,0:00:24.700000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,right,0.40567131507673687,YELLOW,176.0,0,0,0,3493.3499821931805,right,red,True,1,0:00:20.850000,0,0,Train,Video2,0
True,,0,[],False,,1,['headphone'],1,center,0.45418636464292766,GREEN,10.0,0,0,0,2117.9542978702984,right,red,True,1,0:01:07.500000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.4377604838780405,GREEN,20.0,0,0,0,2775.3378785746454,right,red,True,1,0:00:21.650000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.48507125007266594,GREEN,10.5,0,0,0,3322.7872256394226,right,red,True,1,0:00:31.550000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.4872773563814959,GREEN,41.5,0,0,0,2765.8911524115765,right,red,True,1,0:00:32.700000,0,0,Train,Video2,0
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,1,0:01:11.100000,0,0,Train,Video2,0
True,,0,[],False,,1,['headphone'],1,center,0.48226464261892765,GREEN,24.5,0,0,0,3158.856531214618,right,red,True,1,0:01:36.600000,0,0,Train,Video2,0
True,,0,[],False,,1,['headphone'],1,center,0.5,GREEN,25.5,0,0,0,64859.05289872187,left,red,True,1,0:00:35.450000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.4664892207294094,GREEN,25.0,0,0,0,64841.098163142546,left,red,True,1,0:01:28.800000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.42952275366779735,GREEN,117.5,0,0,0,64822.62445264429,left,red,True,1,0:01:38.300000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.5096189083447634,GREEN,110.5,0,0,0,64834.56061036655,left,red,False,1,0:00:47.450000,0,0,Train,Video2,0
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,1,0:01:22.450000,0,0,Train,Video2,0
True,144.90341610879986,1,['watch'],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,True,1,0:00:43.850000,0,0,Train,Video2,0
True,,0,[],False,,0,[],1,center,0.45057017362892193,GREEN,28.5,0,0,0,2320.187835890849,right,red,True,1,0:01:20.100000,0,0,Train,Video2,0
True,,0,[],False,,1,['headphone'],1,center,0.4666023121649932,GREEN,85.5,0,0,0,64816.30942374008,left,red,True,1,0:01:19.800000,0,0,Train,Video2,0
