H-Hand Detected,H-Distance,H-Illegal Objects,H-Prohibited Item,F-Hand Detected,F-Distance,F-Illegal Objects,F-Prohibited Item,num_faces,iris_pos,iris_ratio,mouth_zone,mouth_area,x_rotation,y_rotation,z_rotation,radial_distance,gaze_direction,gaze_zone,verification_result,Cheat Score,timestamp,face_is_cheating,hand_is_cheating,is_cheating
True,76.32168761236873,1,['watch'],False,,0,[],2,,0.0,,0.0,0,0,0,0.0,,,True,50,0-06-59-733017,1,0,1
True,,0,[],False,,0,[],1,center,0.4592965783194816,GREEN,27.0,0,0,0,4855.1989152747265,right,red,True,50,0-01-28-799933,0,0,0
True,,0,[],False,,0,[],1,right,0.3631058272528683,GREEN,19.5,0,0,0,64865.15983557242,left,red,True,50,0-02-34-699883,0,0,0
False,,0,[],False,,0,[],1,center,0.5099019513592784,GREEN,70.0,0,0,0,64790.32070012035,left,red,True,50,0-04-41-066455,0,0,0
True,,0,[],False,,0,[],1,center,0.4912095919979347,GREEN,31.5,0,0,0,64940.19957853893,left,red,True,50,0-02-03-566574,0,0,0
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-04-54-166445,1,0,1
True,,0,[],False,,0,[],1,center,0.43922699596256704,GREEN,32.5,0,0,0,4678.583049546011,right,red,True,50,0-03-22-033181,0,0,0
True,,0,[],False,,0,[],1,right,0.38209946349085594,GREEN,106.0,0,0,0,5222.507384403618,right,red,True,50,0-02-40-833212,0,0,0
True,278.4097699435133,1,['cell phone'],False,,0,[],1,center,0.5095438042387856,GREEN,5.5,0,0,0,64909.126366376215,left,red,True,50,0-00-01-099999,0,0,0
True,77.62087348130012,1,['watch'],False,,0,[],1,center,0.4987750083677684,GREEN,1.0,0,0,0,7757.428460240467,right,red,True,50,0-00-36-966639,0,0,0
True,,0,[],False,,1,['headphone'],1,center,0.47738646702624854,GREEN,31.0,0,0,0,64848.690034130675,left,red,True,50,0-04-16-266474,0,0,0
True,,0,[],False,,1,['headphone'],1,center,0.549527249569848,YELLOW,287.0,0,0,0,64842.243362479545,left,red,True,50,0-01-41-199924,0,0,0
True,,0,[],False,,0,[],1,center,0.48623217215607667,GREEN,19.5,0,0,0,64775.00099160462,left,red,False,50,0-05-42-333075,1,0,1
True,,0,[],False,,1,['headphone'],1,center,0.47424367491514957,YELLOW,296.0,0,0,0,2431.633489462648,right,red,True,50,0-05-09-333100,0,0,0
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,True,50,0-04-25-566467,0,0,0
True,,0,[],False,,0,[],1,center,0.452204354307721,GREEN,4.5,0,0,0,64767.385299052185,left,red,False,50,0-05-45-833073,1,0,1
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-03-59-633153,0,0,0
True,,0,[],False,,0,[],1,right,0.35853092396675307,YELLOW,234.0,0,0,0,64928.56639508312,left,red,True,50,0-03-09-699857,0,0,0
True,,0,[],False,,0,[],1,center,0.4361552045635433,GREEN,3.5,0,0,0,4322.8955357001005,right,red,True,50,0-03-43-766498,0,0,0
True,,0,[],False,,1,['headphone'],1,center,0.4558771335351178,GREEN,12.0,0,0,0,4640.669048454286,right,red,True,50,0-01-46-533253,0,0,0
True,,0,[],False,,0,[],1,center,0.452204354307721,GREEN,0.5,0,0,0,5921.452793145744,right,red,False,50,0-05-44-833074,1,0,1
True,,0,[],False,,0,[],1,center,0.4247014866764018,GREEN,4.5,0,0,0,64681.01612207726,left,red,False,50,0-05-55-599732,1,0,1
True,272.7288030260097,1,['cell phone'],False,,0,[],1,center,0.5528771638803592,GREEN,30.0,0,0,0,2788.8384031184087,right,red,True,50,0-00-02-599998,0,0,0
True,,0,[],False,,0,[],1,center,0.4592917429145543,GREEN,65.0,0,0,0,6779.311610164771,right,red,True,50,0-00-34-699974,0,0,0
True,,0,[],False,,0,[],1,center,0.52299424081913,GREEN,12.0,0,0,0,5933.493637002562,right,red,False,50,0-06-13-399719,1,0,1
False,,0,[],True,,0,[],1,right,0.39786339563090345,GREEN,20.0,0,0,0,1433.0417618872855,right,red,True,50,0-04-49-833115,1,1,1
True,,0,[],False,,0,[],1,center,0.43866732506766326,YELLOW,496.0,0,0,0,64762.33337563362,right,red,True,50,0-05-01-633106,1,0,1
True,,0,[],False,,1,['headphone'],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-05-29-466418,1,0,1
False,,0,[],False,,0,[],1,center,0.5589565568382148,ORANGE,698.5,0,0,0,64830.54469151899,left,red,True,50,0-04-51-133114,1,0,1
True,,0,[],True,,0,[],1,center,0.4258689853451042,YELLOW,326.5,0,0,0,5368.13219165186,right,red,True,50,0-02-44-999876,0,0,0
True,96.77293009927931,1,['watch'],False,,0,[],1,center,0.5306936992928555,GREEN,29.0,0,0,0,64907.31716869168,left,red,True,50,0-00-47-899964,0,0,0
False,,1,['cell phone'],False,,0,[],1,center,0.4829038818668629,GREEN,86.0,0,0,0,3975.5413137251376,right,red,True,50,0-06-48-699692,0,0,0
True,,0,[],False,,0,[],1,center,0.46926245735836397,GREEN,72.5,0,0,0,64751.68305829718,left,red,False,50,0-04-30-766463,0,0,0
True,,0,[],False,,0,[],1,center,0.48926145417173794,GREEN,95.5,0,0,0,64799.17921415318,left,red,True,50,0-04-01-533151,0,0,0
True,,0,[],False,,0,[],1,right,0.3431876713662333,GREEN,70.5,0,0,0,5047.366257333896,right,red,True,50,0-01-20-133273,0,0,0
False,,2,"['cell phone', 'watch']",False,,0,[],1,center,0.48737017882857936,GREEN,24.0,0,0,0,4132.710821531252,right,red,True,50,0-00-06-966661,0,0,0
True,,0,[],False,,0,[],1,center,0.47856550576766144,GREEN,7.5,0,0,0,64779.88476208824,left,red,False,50,0-05-49-866403,1,0,1
True,,0,[],False,,0,[],1,center,0.4633636610190112,GREEN,13.0,0,0,0,64701.10781100797,left,red,False,50,0-05-53-533067,1,0,1
True,,0,[],False,,0,[],1,center,0.5543281460349908,GREEN,27.0,0,0,0,5662.407361309136,right,red,True,50,0-00-33-666641,0,0,0
True,,0,[],False,,0,[],1,center,0.4608885989624768,YELLOW,198.5,0,0,0,64809.96557572035,left,red,True,50,0-03-19-533183,0,0,0
False,,0,[],False,,0,[],1,right,0.3834824944236852,GREEN,41.5,0,0,0,65028.24236447209,left,red,True,50,0-01-29-633266,0,0,0
True,,0,[],False,,0,[],1,center,0.43127209929739846,GREEN,50.0,0,0,0,64596.23009856543,left,red,False,50,0-06-29-299707,1,0,1
True,,0,[],False,,0,[],1,right,0.4111838578403263,GREEN,2.0,0,0,0,5553.305778075227,right,red,False,50,0-05-47-699738,1,0,1
True,,0,[],True,,0,[],1,right,0.3375632080809486,GREEN,158.5,0,0,0,64797.50333159693,left,red,True,50,0-03-04-766527,0,0,0
True,,0,[],False,,0,[],1,center,0.44402802082836745,YELLOW,346.0,0,0,0,4851.355756792818,right,red,True,50,0-01-03-933285,1,0,1
True,,0,[],False,,0,[],1,right,0.4144450577366714,GREEN,69.0,0,0,0,64955.89059437677,left,red,True,50,0-02-14-699899,0,0,0
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-07-09-566343,1,0,1
True,,0,[],False,,0,[],1,center,0.4616435357484827,GREEN,11.0,0,0,0,5570.347885754342,right,red,False,50,0-05-48-033071,1,0,1
True,,0,[],False,,0,[],1,center,0.4400385804161288,YELLOW,223.5,0,0,0,7371.0797813883055,right,red,False,50,0-06-03-633059,1,0,1
True,,0,[],False,,0,[],1,center,0.4714045207910317,GREEN,2.5,0,0,0,64865.025096178695,left,red,True,50,0-04-05-333149,0,0,0
True,,0,[],False,,0,[],1,center,0.4778094670393763,GREEN,36.5,0,0,0,2419.562921718952,right,red,True,50,0-04-33-266461,0,0,0
True,,0,[],False,,0,[],1,center,0.5252257314388902,GREEN,12.5,0,0,0,6863.956308978143,right,red,False,50,0-06-04-399726,1,0,1
True,,0,[],False,,0,[],1,center,0.4616435357484827,GREEN,2.0,0,0,0,6726.945005389489,right,red,False,50,0-06-30-799706,1,0,1
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,True,50,0-04-08-133146,0,0,0
True,,0,[],False,,0,[],1,center,0.452204354307721,GREEN,19.0,0,0,0,5715.867220154254,right,red,True,50,0-01-30-133265,0,0,0
False,,0,[],False,,1,['headphone'],1,center,0.48023308770379397,ORANGE,529.0,0,0,0,64842.43638542012,left,red,True,50,0-05-14-199763,1,0,1
False,,0,[],False,,0,[],1,center,0.4290939543056062,YELLOW,257.5,0,0,0,4865.745262941333,right,red,True,50,0-03-28-933176,1,0,1
True,,0,[],False,,0,[],1,center,0.5289358721998452,YELLOW,255.5,0,0,0,3680.3065252601914,right,red,True,50,0-04-39-433123,1,0,1
True,,0,[],False,,0,[],1,right,0.4091835684146547,GREEN,2.0,0,0,0,64891.051458534916,left,red,True,50,0-02-25-399890,0,0,0
True,252.10315349078837,1,['cell phone'],False,,1,['headphone'],1,center,0.4526236341136143,YELLOW,172.0,0,0,0,64792.83108490182,left,red,True,50,0-00-09-833326,0,0,0
True,97.01546268507923,1,['watch'],False,,0,[],1,center,0.5562495665139108,GREEN,33.0,0,0,0,64904.95688881387,left,red,True,50,0-00-47-433298,0,0,0
True,,0,[],True,,0,[],1,right,0.3949218944959795,YELLOW,219.0,0,0,0,5125.646983034199,right,red,True,50,0-01-10-499947,0,0,0
True,,0,[],False,,1,['headphone'],1,center,0.47424367491514957,GREEN,78.5,0,0,0,3692.1593363844736,right,red,True,50,0-05-16-266428,1,0,1
True,,0,[],True,,0,[],1,left,0.5847053462046862,GREEN,0.5,0,0,0,65102.801608161324,left,red,False,50,0-01-49-566584,0,0,0
True,,0,[],True,,0,[],1,center,0.49526055654364853,GREEN,156.5,0,0,0,64800.22893522066,left,red,True,50,0-03-16-833185,0,0,0
True,224.6352599215003,1,['cell phone'],False,,0,[],1,center,0.46306909818160147,GREEN,21.0,0,0,0,64856.79321583093,left,red,True,50,0-02-01-433242,0,0,0
True,,0,[],False,,0,[],1,center,0.4472135954999579,GREEN,23.0,0,0,0,6993.9637464170155,right,red,False,50,0-05-58-899730,1,0,1
True,,0,[],False,,0,[],1,center,0.511878140546391,GREEN,31.0,0,0,0,64662.02110896063,left,red,False,50,0-06-08-233056,1,0,1
False,,0,[],True,,0,[],1,right,0.3687817782917155,YELLOW,282.5,0,0,0,4842.340168752378,right,red,False,50,0-03-13-866521,0,0,0
False,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-05-37-499746,1,1,1
True,86.64871608973787,1,['watch'],False,,0,[],1,center,0.4764342760309786,GREEN,111.5,0,0,0,64828.59795787021,left,red,True,50,0-00-41-966635,0,0,0
True,,0,[],False,,0,[],1,center,0.4626688880830437,GREEN,8.5,0,0,0,5128.606532063605,right,red,True,50,0-03-19-433183,0,0,0
True,,0,[],False,,0,[],1,center,0.4258689853451042,YELLOW,212.5,0,0,0,64813.4555572689,left,red,True,50,0-03-27-366510,1,0,1
True,,0,[],False,,0,[],1,right,0.4191368221424547,GREEN,9.0,0,0,0,64683.04115164481,left,red,False,50,0-05-55-266399,1,0,1
False,,0,[],False,,1,['headphone'],1,center,0.42028839594547857,YELLOW,400.5,0,0,0,3480.275553536491,right,red,True,50,0-00-26-733313,0,1,1
True,,0,[],False,,0,[],1,center,0.5042605760976728,YELLOW,322.0,0,0,0,6429.913553654289,right,red,False,50,0-06-22-433045,1,0,1
True,,0,[],False,,0,[],1,right,0.3732884438274,GREEN,43.0,0,0,0,64866.6288806153,left,red,True,50,0-02-35-066550,0,0,0
True,,0,[],False,,0,[],1,right,0.35294117647058826,YELLOW,182.0,0,0,0,64790.69719970704,left,red,True,50,0-04-10-166478,0,0,0
True,,0,[],False,,0,[],1,center,0.452204354307721,GREEN,123.0,0,0,0,7353.361962444514,right,red,False,50,0-05-49-566403,1,0,1
True,,0,[],False,,0,[],1,center,0.468187996428785,GREEN,120.0,0,0,0,4823.6193930089285,right,red,True,50,0-03-23-033180,0,0,0
True,,0,[],False,,0,[],1,left,0.6728021417129193,GREEN,91.0,0,0,0,64831.20962329551,left,red,True,50,0-05-24-533089,0,0,0
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-03-37-266503,0,0,0
True,,0,[],False,,0,[],1,right,0.40866894826784983,GREEN,53.5,0,0,0,5515.191059910847,right,red,True,50,0-01-27-499934,0,0,0
True,,0,[],False,,1,['headphone'],1,center,0.4850712500726659,YELLOW,303.5,0,0,0,4646.5124231221735,right,red,True,50,0-01-40-866591,0,0,0
True,,0,[],False,,1,['headphone'],1,center,0.42926642417192185,GREEN,31.0,0,0,0,4480.169136779778,right,red,True,50,0-01-44-099922,0,0,0
True,83.48652585896721,1,['watch'],False,,0,[],1,center,0.4204706649821094,GREEN,15.0,0,0,0,7462.973361657567,right,red,False,50,0-06-56-333020,0,0,0
False,,0,[],False,,0,[],1,center,0.5299989400031799,GREEN,20.5,0,0,0,5412.518228716028,right,red,True,50,0-00-46-133299,0,0,0
True,,0,[],False,,0,[],1,center,0.5281760663657007,YELLOW,371.0,0,0,0,6152.9180199098755,right,red,False,50,0-06-16-699716,1,0,1
True,,0,[],False,,0,[],1,center,0.5239090686046312,YELLOW,164.0,0,0,0,64830.406943595066,left,red,True,50,0-05-21-933091,0,0,0
True,,0,[],False,,0,[],1,center,0.46275845006236865,GREEN,84.5,0,0,0,5351.532377096467,right,red,False,50,0-02-43-166544,0,0,0
False,,0,[],False,,0,[],1,center,0.5367388961676616,GREEN,11.0,0,0,0,5081.50582135629,right,red,True,50,0-01-51-333249,0,0,0
True,,0,[],False,,0,[],1,center,0.47565149415449404,GREEN,8.0,0,0,0,64698.124856484996,left,red,False,50,0-05-45-033073,1,0,1
True,,0,[],False,,0,[],1,right,0.3647293831538389,GREEN,3.0,0,0,0,4978.064794711139,right,red,True,50,0-02-25-299891,0,0,0
True,,0,[],True,,0,[],1,right,0.412310562561766,GREEN,36.0,0,0,0,64816.255360387346,left,red,True,50,0-02-37-566548,0,0,0
True,,0,[],False,,0,[],1,center,0.5515790074832972,GREEN,12.5,0,0,0,6566.388887223203,right,red,False,50,0-06-33-533037,1,0,1
False,,0,[],True,,0,[],1,center,0.4868513340366721,GREEN,120.0,0,0,0,5163.68240847776,right,red,True,50,0-03-03-566528,0,0,0
False,,0,[],True,,0,[],1,right,0.40674460840998033,GREEN,35.0,0,0,0,64779.88453995771,right,red,False,50,0-04-47-033117,1,1,1
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-07-10-166343,1,0,1
True,,0,[],False,,0,[],1,center,0.4501135750932996,YELLOW,407.0,0,0,0,4629.521570019603,right,red,True,50,0-01-03-033286,1,0,1
True,,0,[],False,,0,[],1,center,0.5459754316583506,YELLOW,256.5,0,0,0,64792.80773706258,left,red,True,50,0-04-37-066458,0,0,0
True,,0,[],False,,0,[],1,center,0.5059644256269408,GREEN,104.5,0,0,0,64807.95165232884,left,red,True,50,0-03-24-833179,0,0,0
True,,0,[],False,,0,[],1,center,0.4312088161017818,YELLOW,417.5,0,0,0,64801.67091542179,left,red,True,50,0-01-01-199954,1,0,1
True,,0,[],False,,0,[],1,right,0.3429971702850177,GREEN,10.5,0,0,0,4741.386064539359,right,red,True,50,0-02-23-166559,0,0,0
True,,0,[],False,,0,[],1,center,0.47738646702624854,ORANGE,592.0,0,0,0,64839.7015051013,left,red,True,50,0-01-39-066592,0,0,0
True,,0,[],False,,0,[],1,center,0.4911868881273396,GREEN,89.5,0,0,0,2355.968673027912,right,red,True,50,0-05-21-333091,0,0,0
True,90.24411338142782,1,['cell phone'],False,,1,['headphone'],1,center,0.4714045207910317,GREEN,157.5,0,0,0,64785.54648126342,left,red,True,50,0-00-12-066658,0,1,1
True,,0,[],False,,0,[],1,center,0.4806544161774588,YELLOW,234.5,0,0,0,64809.36997159733,left,red,True,50,0-03-01-233197,0,0,0
True,,0,[],False,,0,[],1,center,0.4216370213557839,YELLOW,351.5,0,0,0,4922.205639650761,right,red,True,50,0-01-03-666619,1,0,1
False,,0,[],False,,0,[],1,center,0.4353084347860404,GREEN,90.0,0,0,0,64819.71041991791,left,red,True,50,0-04-43-799786,0,0,0
True,,0,[],False,,0,[],1,center,0.5,YELLOW,272.5,0,0,0,64638.0980225953,left,red,False,50,0-06-18-166382,1,0,1
True,,0,[],True,,0,[],1,center,0.5143914269755916,GREEN,109.0,0,0,0,64742.162645336815,left,red,False,50,0-03-51-199826,0,0,0
False,,0,[],True,,0,[],1,center,0.4472135954999579,GREEN,64.5,0,0,0,64837.50258375942,left,red,True,50,0-05-33-366416,0,0,0
True,,0,[],False,,0,[],1,right,0.36608826607349904,GREEN,71.0,0,0,0,5560.648277927139,right,red,True,50,0-01-11-633279,0,0,0
True,,0,[],False,,0,[],1,right,0.3647293831538389,GREEN,24.0,0,0,0,64924.983293878504,left,red,True,50,0-02-06-333238,0,0,0
True,,0,[],False,,0,[],1,center,0.4394690514817857,GREEN,6.0,0,0,0,64877.736925513804,left,red,True,50,0-02-30-333220,0,0,0
True,,0,[],False,,0,[],1,right,0.4191368221424547,GREEN,78.5,0,0,0,64976.37009095065,left,red,True,50,0-01-08-333282,0,0,0
True,,0,[],True,,0,[],1,center,0.43437224276306935,GREEN,80.0,0,0,0,5066.860228750173,right,red,True,50,0-03-17-366518,0,0,0
True,,0,[],False,,0,[],1,center,0.4580786674510946,GREEN,41.5,0,0,0,4656.096692908996,right,red,False,50,0-01-50-533250,0,0,0
False,,0,[],False,,1,['headphone'],1,center,0.4850712500726659,GREEN,35.0,0,0,0,3861.9567502995715,right,red,True,50,0-04-13-333143,0,0,0
True,,0,[],False,,1,['headphone'],1,center,0.4979466032338519,YELLOW,355.0,0,0,0,4084.975359120881,right,red,True,50,0-05-17-233094,1,0,1
False,,0,[],False,,0,[],1,left,0.5891450860847319,GREEN,9.0,0,0,0,5871.87633988663,right,red,False,50,0-06-40-199699,1,0,1
True,,0,[],False,,0,[],1,center,0.4541207779146998,GREEN,10.5,0,0,0,4680.806735901525,right,red,True,50,0-00-49-766629,0,0,0
True,,0,[],True,,0,[],1,center,0.47842769376505667,GREEN,77.5,0,0,0,3680.2586001419418,right,red,False,50,0-07-12-633007,1,0,1
False,,0,[],False,,0,[],1,right,0.38763264485529725,GREEN,29.0,0,0,0,64931.00748406022,left,red,True,50,0-02-21-733227,0,0,0
True,,0,[],False,,0,[],1,center,0.45052224920607753,GREEN,8.0,0,0,0,64882.8925313767,left,red,True,50,0-01-44-999921,0,0,0
True,,0,[],False,,1,['headphone'],1,center,0.47424367491514957,GREEN,89.0,0,0,0,64800.62369612557,left,red,True,50,0-05-19-533093,0,0,0
True,,0,[],True,,0,[],1,right,0.3991140631426436,YELLOW,279.5,0,0,0,5386.496158721593,right,red,True,50,0-02-45-133209,0,0,0
True,,0,[],False,,0,[],1,center,0.5064292529419031,YELLOW,316.5,0,0,0,6861.668929967376,right,red,False,50,0-06-07-566390,1,0,1
True,,0,[],False,,1,['headphone'],1,center,0.5515790074832972,GREEN,54.5,0,0,0,3991.2748127914297,right,red,True,50,0-05-26-899754,0,0,0
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,True,50,0-02-27-266556,0,0,0
True,,0,[],False,,0,[],1,right,0.38763264485529725,GREEN,17.0,0,0,0,5166.384269778135,right,red,True,50,0-02-28-833221,0,0,0
False,,0,[],True,,0,[],1,center,0.5148232511675181,GREEN,23.5,0,0,0,1355.7932313824397,left,red,False,50,0-04-46-466451,1,1,1
True,,0,[],False,,0,[],1,center,0.45396154141191425,GREEN,51.5,0,0,0,64808.431840363395,left,red,True,50,0-03-32-099840,1,0,1
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-01-35-366595,1,0,1
True,,0,[],False,,0,[],1,center,0.5498282055244675,GREEN,134.0,0,0,0,5114.95874371675,right,red,True,50,0-00-34-399974,0,0,0
True,,0,[],False,,0,[],1,center,0.4797798237163408,GREEN,5.5,0,0,0,64814.55303330277,left,red,True,50,0-00-29-766644,0,0,0
True,,0,[],False,,0,[],1,center,0.5064292529419031,YELLOW,362.0,0,0,0,6288.526290008333,right,red,False,50,0-06-20-733047,1,0,1
True,,0,[],False,,0,[],1,center,0.5024937810560445,GREEN,4.5,0,0,0,64724.3477959307,left,red,False,50,0-05-41-299743,1,0,1
False,,0,[],False,,0,[],1,center,0.53239713749995,GREEN,35.5,0,0,0,2099.7654771071457,up,red,True,50,0-04-41-499788,0,0,0
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-03-56-233155,0,0,0
True,,0,[],False,,0,[],1,right,0.35944893910402465,GREEN,33.0,0,0,0,64969.24609595243,left,red,True,50,0-01-09-199948,0,0,0
True,,0,[],True,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-04-28-866464,0,0,0
True,,0,[],False,,0,[],1,center,0.4938647983247948,GREEN,6.5,0,0,0,2422.3567446200705,right,red,True,50,0-05-22-766424,0,0,0
True,,0,[],False,,0,[],1,right,0.3946002313234923,GREEN,130.5,0,0,0,64799.88857594584,left,red,True,50,0-03-03-333195,0,0,0
True,,0,[],False,,0,[],1,center,0.49728504780715377,GREEN,147.0,0,0,0,64931.896836946486,left,red,True,50,0-04-17-166473,0,0,0
